"x"
"불공평nc"
"부당nc"
"교활nc"
"편견nc"
"선입견nc"
"편견nc"
"고집nc"
"아집nc"
"불통nc"
"차별nc"
"불균형nc"
"불균등nc"
"불공정nc"
"불평등nc"
"코드nc"
"사악nc"
"비도덕nc"
"파렴치nc"
"부정직nc"
"사기nc"
"불성실nc"
"편애nc"
"편중nc"
"편파nc"
"정실nc"
"눈속임nc"
"나쁘pa"
"배제nc"
"제외nc"
"분리nc"
"떼nc"
"배제nc"
"추방nc"
"제외nc"
"격리nc"
"비리nc"
"낙하산nc"
"탈루nc"
"투기nc"
