"x"
"타당nc"
"공정nc"
"온당nc"
"공평nc"
"공명정대nc"
"적당nc"
"공정성nc"
"적정nc"
"올바르nc"
"옳pa"
"올바르pa"
"정중nc"
"좋pa"
"좋pa"
"평등nc"
"동등nc"
"균등nc"
"정당nc"
"정의nc"
"정의로운nc"
"공정nc"
"정정당당nc"
"응보nc"
"옳pa"
"상호ma"
"부조nc"
"보답nc"
"호혜nc"
"상생nc"
"바르pa"
"바르nc"
"권리nc"
"형평nc"
"옳pa"
"형평성nc"
"동일nc"
"등가nc"
"동등nc"
"관대nc"
"관용nc"
"아량nc"
"균형nc"
"일치nc"
"온당nc"
"지속nc"
"일정nc"
"정직nc"
"솔직nc"
"나누nc"
"분권nc"
