"x"
"피해nc"
"손해nc"
"위하pv"
"손상nc"
"해치다pv"
"고생nc"
"견디다pv"
"겪다pv"
"참다pv"
"싸움nc"
"상처nc"
"싸우pv"
"폭력nc"
"폭행nc"
"난폭nc"
"격렬nc"
"맹렬nc"
"다치다pv"
"손상nc"
"아프다nc"
"아픔nc"
"죽이다pv"
"죽음nc"
"살인nc"
"살해nc"
"망치다nc"
"적대nc"
"위험nc"
"위태nc"
"잔혹nc"
"잔인nc"
"무자비nc"
"무정nc"
"비참nc"
"비통nc"
"무지막지하다nc"
"남용nc"
"학대nc"
"훼손nc"
"악영향nc"
"폐허nc"
"파괴nc"
"참혹nc"
"상해nc"
"손실nc"
"해롭다nc"
"공격nc"
"침범nc"
"습격nc"
"전멸nc"
"박멸nc"
"버리다pv"
"경멸nc"
"남용nc"
"쫓다pv"
"퇴짜nc"
"감소nc"
"줄다nb"
"줄었다nc"
"약화nc"
"약해지다nc"
"착취nc"
"부상nc"
"상해nc"
"끔찍하다nc"
"고통nc"
