"","Harm","Fairness","Ingroup","Authority","Purity"
"Saenuri",0.0687651106511157,0.108656741040991,0.0653941106465481,0.129055821890155,0.0232763114937684
"Minjoo",-0.162160365222763,0.00601807056988452,-0.308530774268121,-0.35975282464159,-0.202886373720785
"Cleavage",0.179290835952074,0.0723503507967625,0.294634035392547,0.381062352783587,0.17973433583553
