"","Harm","Fairness","Ingroup","Authority","Purity"
"Saenuri",-0.0747846718451364,-0.050977470390534,-0.104202569259342,-0.14853060523727,-0.00917612854537263
"Minjoo",0.030508215065754,0.089293836370122,0.0904145509127383,0.0318812922581392,0.0639533995911697
"Cleavage",0.0868858001148436,0.109861649268704,0.156476850807678,0.151340544128757,0.0551698262774524
