"","Harm","Fairness","Ingroup","Authority","Purity"
"Saenuri",0.00401617494213403,0.140892453145557,0.0574087013430892,-0.00836988361605704,0.0179558607840534
"Minjoo",-0.162626676912426,-0.0657345372493766,-0.333220636429139,-0.325665015713489,-0.15348337620125
"Cleavage",0.133630898051382,0.153172260785215,0.308823835184325,0.255914623455209,0.136203476672453
