"","Harm","Fairness","Ingroup","Authority","Purity"
"Saenuri",0.0159243901631939,0.0463079085674996,0.148365446283292,0.102302428639904,0.0836628729184861
"Minjoo",-0.192044278715255,-0.0385723803558373,-0.259328959972887,-0.294130768476443,-0.126619173619946
"Cleavage",0.178457839841916,0.0646231618780856,0.325674578898049,0.325336345674015,0.16650490128528
