"","Harm","Fairness","Ingroup","Authority","Purity"
"Saenuri",-0.0419601070104387,0.0357892515736623,-0.145573574458061,-0.149754838019883,0.0213826851035824
"Minjoo",-0.0680708864514214,-0.00545379500745265,0.0482152125473587,0.100403804687852,0.142245909106045
"Cleavage",-0.0522497205783399,-0.017264952362352,0.095567451448097,0.147769704570006,0.131332982895825
