"","Harm","Fairness","Ingroup","Authority","Purity"
"Saenuri",-0.052947304269579,-0.0838602954816347,-0.152676606496113,-0.169303469174096,-0.0724583245119155
"Minjoo",0.0666404890114469,0.124311236220583,0.132166127088925,0.0981610859240842,0.0661299552868591
"Cleavage",0.0999155407571564,0.172652194137599,0.242062866138349,0.231276221397682,0.11749385939794
