"","Harm","Fairness","Ingroup","Authority","Purity"
"Saenuri",0.128579524022242,0.144767931090742,0.159947391333564,0.130082733958795,0.0937182121087995
"Minjoo",-0.07487338428353,0.0287330409617354,0.0285593951824695,-0.00231396546331679,-0.0108033617449159
"Cleavage",0.11374445289171,0.0205280699296443,0.0257119923280803,0.0452101489388123,0.0412637123376374
