"","Harm","Fairness","Ingroup","Authority","Purity"
"Saenuri",-0.0385268583503243,-0.00548437291406273,-0.134075906037257,-0.154699372921104,-0.0407307411299789
"Minjoo",0.0260989358504427,0.105833637368854,0.0490333439859938,-0.0942849360350499,-0.0393095683472834
"Cleavage",0.0582680450530188,0.0883773213191002,0.170002110625407,0.0778446575694699,0.0091360888819741
