"","Harm","Fairness","Ingroup","Authority","Purity"
"Saenuri",-0.0602395272186125,0.00473900085922544,-0.122519156285267,-0.114043953510694,-0.0391527493753657
"Minjoo",0.060569689399809,0.0644615724513716,0.115924333578849,0.00872166202135515,-0.0176637840391842
"Cleavage",0.081513446306125,0.057112557853185,0.159119581917981,0.0570975028345207,0.000645623733840233
