"","Harm","Fairness","Ingroup","Authority","Purity"
"Saenuri",0.0283152148443069,0.0748635524434671,0.0580019955652654,0.089872363418864,0.104658124872128
"Minjoo",-0.0904338732065371,-0.103245723194743,-0.146464679115964,-0.272810078533129,-0.0111854012106371
"Cleavage",0.0981691777737287,0.144488159839049,0.168245277093847,0.299539088945541,0.089218569906045
