"","Harm","Fairness","Ingroup","Authority","Purity"
"Saenuri",0.110507187797935,0.0751877647416055,0.16503133188825,0.0885765629609168,0.0247752217640258
"Minjoo",-0.0467905001964096,-0.137117244789762,-0.195423456536191,-0.194671518125607,-0.0703820122213995
"Cleavage",0.103898058504028,0.160802484236639,0.262617779227214,0.217799614572284,0.0745554432690026
