"","Harm","Fairness","Ingroup","Authority","Purity"
"Saenuri",0.0649156646689276,0.116183370965504,0.0901964503712524,0.084724464080216,0.0925231237154011
"Minjoo",-0.0899614454784526,-0.0164888713586295,-0.0535683836514408,-0.254295172291203,-0.0939279806521213
"Cleavage",0.117062797273293,0.0853292054987348,0.101274683178173,0.270405713753493,0.137380334754432
