"","Harm","Fairness","Ingroup","Authority","Purity"
"Saenuri",-0.0911346874835687,-0.07056296894862,-0.264150803676666,-0.202556271682265,-0.0710901057822062
"Minjoo",0.0250189903485239,0.109314591632053,0.0595053976398369,0.0800510191742033,0.118300312953478
"Cleavage",0.0960914597734361,0.144603283016162,0.268362256823022,0.232652036207272,0.152059677260727
