"","Harm","Fairness","Ingroup","Authority","Purity"
"Saenuri",-0.120053146481483,-0.109954684436288,0.0179801749673817,-0.113252418797173,-0.0598389562792308
"Minjoo",-0.0263918484300951,0.124793760927362,0.22256729053872,0.0158958618020958,0.0795793511964051
"Cleavage",0.0886106896732013,0.200816392233196,0.162335073094177,0.116358558092182,0.118657156794889
