"","Harm","Fairness","Ingroup","Authority","Purity"
"Saenuri",0.0932510747198014,0.0332776858822862,0.163749682112231,0.127726892852227,0.0237650244488649
"Minjoo",-0.0598325689942274,-0.0288158625176242,-0.112944232163318,-0.0557081378607779,-0.0577308279223321
"Cleavage",0.0922707130487118,0.0400228013291798,0.169516459709995,0.10143638323171,0.0638975928862439
