"x"
"복종/NC"
"시키/PV"
"따르/PV"
"준수/NC"
"순종/NC"
"좇/PV"
"의무/NC"
"본분/NC"
"직무/NC"
"의리/NC"
"고분고분하/PA"
"법규/NC"
"법정/NC"
"적법/NC"
"적법한/NC"
"합법/NC"
"합법적/NC"
"충실/NC"
"예의/NC"
"영예/NC"
"법률/NC"
"명예/NC"
"존경/NC"
"신의/NC"
"영광/NC"
"존중/NC"
"질서정연/NC"
"배치/NC"
"경의/NC"
"공손/NC"
"정중/NC"
"순서/NC"
"차례/NB"
"정돈/NC"
"명령/NC"
"질서/NC"
"아버지/NC"
"부친/NC"
"가부장/NC"
"부성애/NC"
"조상/NC"
"선조/NC"
"뿌리/NC"
"어머니/NC"
"모친/NC"
"모성애/NC"
"전통/NC"
"전통적/NC"
"관례/NC"
"관습/NC"
"관습적/NC"
"위계/NC"
"계층/NC"
"권위/NC"
"권한/NC"
"허가/NC"
"허용/NC"
"인가/NC"
"허용/NC"
"용인/NC"
"허락/NC"
"승인/NC"
"지위/NC"
"본연/NC"
"위신/NC"
"지위/NC"
"위신/NC"
"예우/NC"
"지도층/NC"
"위치/NC"
"지도하/NC"
"지도자/NC"
"지도적/NC"
"지도부/NC"
"지도/NC"
"리더/NC"
"선도/NC"
"귀족/NC"
"고분고분한/NC"
"순응/NC"
"지휘/NC"
"지배/NC"
"지고/NC"
"최고/NC"
"항복/NC"
"굴복/NC"
"유순/NC"
"충성/NC"
"서약/NC"
"맹세/NC"
"섬기/PV"
"섬기/PV"
"봉사/NC"
"숭배/NC"
"경외/NC"
"추앙/NC"
"공경/NC"
"응하/PV"
"다하/PV"
"체계/NC"
"어르신/NC"
"부모/NC"
