"x"
"외국/NC"
"외부/NC"
"외래/NC"
"외부자/NC"
"이질/NC"
"이질적인/NC"
"이질성/NC"
"해외/NC"
"적대/NC"
"적/NC"
"개인주의/NC"
"개인/NC"
"개개/NC"
"개별/NC"
"배반/NC"
"배신/NC"
"모반/NC"
"반대자/NC"
"누설/NC"
"저버리/PV"
"반역/NC"
"불신/NC"
"불충/NC"
"역적/NC"
"반역자/NC"
"유기/NC"
"탈선/NC"
"도망/NC"
"도망자/NC"
"탈영/NC"
"변절/NC"
"탈당/NC"
"배교/NC"
"변절자/NC"
"탈당자/NC"
"배신자/NC"
"북한/NC"
"종북/NC"
"이적/NC"
"매국/NC"
"매국노/NC"
"팔아먹/NC"
"기만/NC"
"비겁/NC"
"거짓/NC"
"이상한/NC"
"이상/NC"
"개성/NC"
"속이/PV"
"속임수/NC"
"의심/NC"
"기만/NC"
"버리/PX"
"사칭/NC"
"협잡/NC"
"농락/NC"
"농단/NC"
"비열/NC"
"사기/NC"
"사악/NC"
"간신/NC"
"이단/NC"
"악하/PA"
"악한/NC"
"간첩/NC"
"스파이/NC"
"압수/NC"
"격리/NC"
"고립/NC"
"이주/NC"
"이민/NC"
"이민자/NC"
"이주자/NC"
"외국인/NC"
"테러리스트/NC"
"테러/NC"
"테러리즘/NC"
