"x"
"피해/NC"
"해악/NC"
"위해/NC"
"해/NB"
"손해/NC"
"손상/NC"
"해치/PV"
"고생/NC"
"견디/PV"
"괴로움/NC"
"괴롭/PA"
"시달리/PV"
"겪/PV"
"참/PV"
"싸움/NC"
"상처/NC"
"싸우/PV"
"폭력/NC"
"폭행/NC"
"난폭/NC"
"격렬/NC"
"맹렬/NC"
"다치/PV"
"손상/NC"
"아프/PA"
"아픔/NC"
"상하/PV"
"충격/NC"
"죽이/PV"
"죽음/NC"
"살인/NC"
"살해/NC"
"망치/NC"
"적대/NC"
"위험/NC"
"야만/NC"
"위태/NC"
"잔혹/NC"
"잔인/NC"
"무자비/NC"
"무정/NC"
"비참/NC"
"비통/NC"
"무지막지/NC"
"남용/NC"
"학대/NC"
"훼손/NC"
"악영향/NC"
"폐허/NC"
"파괴/NC"
"참혹/NC"
"상해/NC"
"손실/NC"
"해롭/NC"
"공격/NC"
"침범/NC"
"부서지/PV"
"습격/NC"
"전멸/NC"
"박멸/NC"
"버리/PV"
"경멸/NC"
"남용/NC"
"쫓/PV"
"퇴짜/NC"
"감소/NC"
"줄/NB"
"줄/PV"
"줄었/NC"
"약화/NC"
"약해/NC"
"착취/NC"
"부상/NC"
"상해/NC"
"끔찍한/NC"
"고통/NC"
