"x"
"안전nc"
"무해nc"
"안전nc"
"평화nc"
"평온nc"
"화평nc"
"화목nc"
"동정nc"
"연민nc"
"공감nc"
"이입nc"
"구하pv"
"돌보다pv"
"돌봄pv"
"보살핌nc"
"보살피pv"
"걱정nc"
"염려nc"
"배려nc"
"쉼터nc"
"친선nc"
"친목nc"
"우정nc"
"친교nc"
"안도nc"
"혜택nc"
"자선nc"
"수당nc"
"보호nc"
"치유nc"
"치료nc"
"회복nc"
"보호nc"
